temperature;global_horizontal_rad;direct_normal_rad;dif_rad_horizontal;irr_rad;wind_speed;humidity
8.6;287;62;251;317;9.3;61
8.6;216;38;198;317;8.2;60
7.9;132;9;129;315;8.2;67
7.3;50;0;50;312;7.7;67
6.9;5;0;5;310;5.7;69
6.1;0;0;0;306;6.7;71
6.1;0;0;0;305;7.2;68
5.8;0;0;0;304;7.7;72
5.8;0;0;0;304;7.7;71
5.6;0;0;0;304;6.7;73
5.6;0;0;0;304;7.2;75
5.5;0;0;0;303;5.7;75
5.5;0;0;0;312;6.2;76
5.4;0;0;0;312;7.7;78
5.4;0;0;0;312;7.7;76
5.4;1;0;1;312;7.7;76
5.6;17;0;17;313;8.7;77
6.0;124;17;119;307;8.7;79
6.8;209;18;201;310;9.3;74
7.7;283;61;247;314;8.2;69
9.1;564;456;263;306;9.0;64
10.6;697;720;189;307;9.8;59
11.5;699;811;125;312;8.2;58
12.5;664;844;101;307;9.3;54
13.0;565;803;92;308;9.8;51
12.9;425;690;97;308;8.7;51
11.7;261;500;93;303;8.7;57
11.0;100;206;63;294;7.7;58
9.5;10;0;10;288;6.2;62
8.2;0;0;0;282;5.7;67
7.4;0;0;0;278;7.2;65
6.0;0;0;0;273;6.2;74
5.2;0;0;0;270;5.7;79
4.8;0;0;0;277;4.6;81
4.5;0;0;0;285;5.7;84
4.4;0;0;0;285;3.6;85
4.5;0;0;0;308;5.1;85
4.5;0;0;0;308;4.1;85
4.5;0;0;0;309;4.6;87
4.5;2;0;2;309;4.6;89
4.5;18;0;18;309;4.1;90
4.8;50;0;50;311;4.6;91
5.5;83;0;83;314;5.1;88
6.0;111;0;111;317;5.7;87
6.6;132;0;132;320;5.7;82
7.9;143;0;143;326;6.2;79
9.7;368;57;327;314;5.7;69
11.9;342;65;298;315;6.2;60
12.7;291;61;255;322;4.6;61
13.0;219;37;202;325;5.7;57
12.8;135;9;132;340;4.6;57
11.9;53;0;53;335;6.2;59
11.5;6;0;6;333;6.2;60
10.8;0;0;0;330;5.1;61
9.0;0;0;0;301;5.7;69
7.4;0;0;0;299;5.1;77
6.1;0;0;0;283;4.6;80
5.3;0;0;0;285;4.1;83
5.4;0;0;0;305;3.6;84
5.7;0;0;0;306;4.1;86
5.6;0;0;0;306;3.6;85
5.1;0;0;0;303;4.6;84
4.8;0;0;0;291;3.6;86
4.8;5;0;5;302;2.6;86
5.2;19;0;19;312;4.6;84
6.0;130;19;124;307;4.6;79
7.4;361;332;204;298;4.1;73
8.8;288;52;257;321;5.1;73
9.1;341;65;298;322;4.6;67
10.6;620;465;288;313;4.6;63
11.4;524;252;343;321;4.1;62
11.8;578;469;261;319;4.1;60
12.7;493;489;201;322;4.1;54
12.3;222;77;185;338;4.6;59
11.7;194;145;144;323;4.1;63
10.3;54;0;54;331;2.6;77
9.9;6;0;6;329;3.6;78
9.3;0;0;0;324;2.6;75
8.9;0;0;0;331;1.0;75
8.0;0;0;0;318;2.1;77
7.7;0;0;0;327;1.5;86
7.5;0;0;0;326;3.1;88
7.2;0;0;0;324;2.1;88
7.2;0;0;0;324;1.5;88
7.1;0;0;0;324;2.1;90
6.6;0;0;0;322;2.6;95
5.1;0;0;0;313;5.1;93
4.1;2;0;2;308;6.7;94
3.4;20;0;20;303;6.2;91
2.5;52;0;52;299;6.7;93
2.1;85;0;85;296;6.7;90
2.4;114;0;114;298;6.2;90
2.5;135;0;135;298;6.7;89
3.0;146;0;146;301;7.7;87
3.5;146;0;146;303;6.7;83
4.8;136;0;136;308;5.7;73
5.6;298;51;267;302;5.7;65
5.5;226;17;218;289;4.6;60
5.9;141;30;130;290;4.6;55
5.7;57;0;57;273;4.1;57
5.4;7;0;7;281;3.1;59
4.0;0;0;0;267;1.0;68
3.3;0;0;0;264;1.0;68
1.0;0;0;0;251;0.0;82
-0.7;0;0;0;249;0.0;90
-1.6;0;0;0;240;0.5;90
-1.6;0;0;0;241;0.0;95
-2.6;0;0;0;236;0.0;95
-2.7;0;0;0;236;0.0;98
-3.1;0;0;0;234;0.0;94
-3.4;0;0;0;233;0.0;97
-3.4;11;0;11;238;0.0;97
-1.2;98;212;59;243;0.0;97
3.7;250;339;134;262;1.5;73
6.3;424;573;147;279;2.6;70
7.7;566;700;147;282;4.1;54
8.8;668;821;109;286;4.1;48
9.6;633;417;331;290;4.6;49
10.8;722;730;193;295;4.6;46
11.5;683;856;97;299;4.6;45
11.4;583;815;90;298;4.6;46
11.3;443;701;99;294;5.1;52
10.3;277;495;103;290;4.6;57
9.0;114;234;68;285;3.6;63
6.9;14;0;14;276;3.1;70
5.1;0;0;0;269;3.1;79
3.8;0;0;0;263;2.6;82
3.1;0;0;0;261;1.0;84
3.3;0;0;0;262;0.0;86
2.1;0;0;0;257;1.0;92
2.0;0;0;0;257;1.0;93
0.4;0;0;0;249;1.0;94
-0.2;0;0;0;247;0.0;94
-1.4;0;0;0;242;0.0;96
-1.3;0;0;0;242;0.0;96
-1.4;12;0;12;242;0.0;98
0.4;109;144;81;249;0.0;92
4.5;270;466;109;268;0.5;90
8.9;437;652;119;286;0.5;68
11.3;580;778;111;295;1.5;56
12.8;684;850;102;305;1.5;45
13.9;738;864;109;311;1.5;45
14.5;740;864;110;314;2.1;43
15.4;684;837;108;323;1.5;44
14.1;573;732;128;325;3.6;53
13.4;437;654;112;320;3.1;52
12.2;280;513;98;306;4.1;58
11.4;117;239;69;301;3.1;54
10.1;15;0;15;288;1.5;54
9.2;0;0;0;285;1.0;57
8.2;0;0;0;281;1.5;62
7.3;0;0;0;277;0.5;64
6.5;0;0;0;274;2.1;69
5.6;0;0;0;271;2.6;75
5.2;0;0;0;269;4.1;74
5.1;0;0;0;268;3.6;72
4.4;0;0;0;265;1.0;76
2.7;0;0;0;258;1.0;82
4.1;0;0;0;264;0.5;78
5.7;14;0;14;277;3.1;78
6.8;113;167;80;277;3.6;75
9.4;276;470;111;288;6.2;68
10.8;441;649;121;293;6.7;57
12.5;573;761;111;305;10.8;50
12.6;675;803;121;305;11.3;47
13.2;641;416;336;305;10.3;39
13.1;733;733;195;304;11.3;37
13.8;652;577;252;309;9.8;40
13.1;558;689;136;305;10.3;39
13.2;425;442;204;306;9.8;41
12.2;208;154;152;300;9.8;38
11.5;88;41;79;293;8.7;45
9.9;15;0;15;290;7.2;63
8.8;0;0;0;291;6.2;70
7.5;0;0;0;283;6.7;61
6.4;0;0;0;273;6.2;66
5.7;0;0;0;270;6.7;66
4.7;0;0;0;267;6.2;76
4.1;0;0;0;264;5.1;79
3.7;0;0;0;268;5.7;79
3.6;0;0;0;267;3.1;80
3.1;0;0;0;260;4.1;79
2.7;0;0;0;263;4.6;78
2.7;15;0;15;262;4.1;77
4.0;118;156;87;267;5.1;68
5.4;282;419;132;272;6.2;61
6.7;442;661;113;281;8.2;55
7.4;558;692;134;291;7.2;50
7.9;655;722;154;293;7.2;50
8.9;750;707;228;289;6.2;43
9.1;751;878;103;290;4.6;44
9.2;699;865;97;286;5.7;42
9.7;598;824;89;289;3.6;43
9.3;459;711;101;286;5.1;40
8.6;292;438;133;282;6.2;38
7.7;125;217;80;280;4.1;45
6.1;17;0;17;268;3.6;50
5.0;0;0;0;265;3.1;57
4.3;0;0;0;263;2.6;67
3.7;0;0;0;261;2.6;71
2.9;0;0;0;258;1.5;75
1.4;0;0;0;252;1.0;80
1.0;0;0;0;251;1.5;84
0.9;0;0;0;250;2.1;83
0.3;0;0;0;248;2.1;87
0.1;0;0;0;247;3.1;86
0.9;0;0;0;256;2.6;88
1.0;12;0;12;256;2.6;88
1.4;63;0;63;258;2.6;88
4.2;147;5;145;270;2.6;79
7.9;233;20;223;280;3.1;63
9.3;307;25;291;289;3.6;51
9.1;360;26;341;287;5.1;48
9.4;152;0;151;326;4.1;43
9.3;152;0;152;301;3.6;44
9.0;141;0;141;323;3.6;41
9.0;121;0;121;323;2.6;41
8.7;92;0;92;299;2.1;47
8.3;59;0;59;297;2.1;57
8.4;26;0;26;289;3.1;51
7.9;4;0;4;292;1.5;56
7.6;0;0;0;321;1.5;61
7.5;0;0;0;287;1.5;62
7.5;0;0;0;292;1.0;65
7.6;0;0;0;298;0.0;68
7.7;0;0;0;322;1.5;65
7.9;0;0;0;324;0.5;67
8.0;0;0;0;325;1.0;71
7.7;0;0;0;324;1.0;73
7.7;0;0;0;325;1.5;76
7.7;0;0;0;305;2.1;80
8.2;9;0;9;319;1.5;80
9.0;65;0;65;323;1.5;79
9.9;58;0;58;329;2.1;79
11.3;233;76;195;337;3.1;82
12.0;305;60;268;340;4.1;76
11.6;139;0;139;348;4.6;80
12.3;150;0;150;353;3.6;81
11.2;150;0;150;348;4.1;89
11.1;139;0;139;348;3.1;94
11.6;119;0;119;350;3.6;90
11.4;92;0;92;350;3.6;94
11.2;59;0;59;349;3.1;96
11.0;26;0;26;348;3.6;97
10.7;4;0;4;346;3.6;97
10.7;0;0;0;346;2.6;96
10.7;0;0;0;346;2.6;96
11.1;0;0;0;349;3.1;97
11.5;0;0;0;351;3.1;97
11.8;0;0;0;353;3.1;97
11.6;0;0;0;352;2.1;99
11.5;0;0;0;351;2.6;97
11.3;0;0;0;350;2.1;99
11.1;0;0;0;349;2.6;99
11.1;0;0;0;348;3.6;96
11.5;4;0;4;351;3.1;95
11.7;26;0;26;352;2.1;96
12.5;59;0;59;347;2.6;96
13.0;92;0;92;350;3.6;94
12.8;120;0;120;349;3.9;95
12.7;140;0;140;358;4.3;95
12.5;150;0;150;357;4.6;95
12.9;278;10;271;349;5.1;91
13.4;358;36;333;351;5.7;87
12.4;120;0;120;356;5.7;93
12.2;92;0;92;354;5.1;91
12.0;59;0;59;353;5.1;92
11.5;26;0;26;351;4.6;94
11.1;4;0;4;348;5.7;96
11.0;0;0;0;348;3.6;96
10.9;0;0;0;347;3.6;97
10.6;0;0;0;346;4.6;99
10.7;0;0;0;346;3.6;97
9.9;0;0;0;332;1.5;96
10.3;0;0;0;344;3.1;97
10.7;0;0;0;346;2.6;96
10.5;0;0;0;345;2.1;99
10.2;0;0;0;334;2.1;97
10.1;0;0;0;342;2.6;95
10.2;4;0;4;343;2.1;96
10.4;27;0;27;344;3.1;96
10.5;60;0;60;345;2.6;96
10.9;238;76;199;337;2.6;92
12.4;310;59;272;328;3.6;84
14.3;511;282;310;334;2.1;75
14.7;550;270;346;334;3.1;65
16.2;652;463;302;340;4.6;65
16.4;664;623;220;339;3.6;59
15.7;521;423;254;331;4.1;64
15.8;401;408;189;327;3.6;63
15.2;259;306;143;323;3.6;63
14.3;99;66;84;320;2.6;69
13.4;15;0;15;316;2.1;73
12.4;0;0;0;305;0.0;77
10.9;0;0;0;299;0.0;84
10.7;0;0;0;298;0.0;87
10.4;0;0;0;298;1.0;91
9.7;0;0;0;330;1.5;92
10.0;0;0;0;332;2.1;92
9.2;0;0;0;307;2.6;95
8.7;0;0;0;309;2.6;95
8.7;0;0;0;307;2.1;95
9.0;0;0;0;306;2.1;95
9.6;11;0;11;318;1.5;95
10.5;71;0;71;323;1.5;94
12.7;156;6;154;327;2.6;87
15.4;240;26;226;348;4.6;80
16.0;311;30;292;352;3.1;78
16.6;362;32;339;368;4.1;76
16.7;388;32;364;369;4.6;76
17.8;388;32;364;353;4.6;71
17.7;362;31;339;356;4.6;72
17.7;311;30;292;351;4.1;73
16.8;240;13;233;346;3.6;74
17.1;61;0;61;337;3.6;77
16.2;28;0;28;347;3.1;84
15.3;4;0;4;363;2.6;91
15.0;0;0;0;361;1.5;91
14.7;0;0;0;370;1.5;94
14.2;0;0;0;357;4.1;94
14.3;0;0;0;358;2.1;94
13.0;0;0;0;322;2.1;96
11.9;0;0;0;306;1.0;95
11.8;0;0;0;331;0.0;96
11.2;0;0;0;340;1.0;98
11.6;0;0;0;342;1.5;97
11.1;0;0;0;339;1.0;99
11.1;12;0;12;339;1.0;99
11.6;74;0;74;342;1.0;99
12.2;158;15;152;346;1.5;97
13.2;242;26;229;350;1.0;91
13.9;123;0;123;364;1.0;85
14.2;143;0;143;365;2.1;84
14.8;153;0;153;368;1.5;80
14.9;153;0;153;369;2.1;80
15.0;365;81;307;359;1.0;79
15.2;122;0;122;371;1.0;81
15.2;95;0;95;369;2.6;74
14.4;62;0;62;366;1.5;82
12.9;28;0;28;358;4.1;91
12.2;5;0;5;345;3.6;93
11.6;0;0;0;329;3.1;96
11.7;0;0;0;352;2.1;94
11.4;0;0;0;350;2.1;96
11.3;0;0;0;350;1.5;97
11.1;0;0;0;348;2.6;96
10.5;0;0;0;345;2.6;96
9.7;0;0;0;319;1.5;96
9.9;0;0;0;332;3.6;95
9.5;0;0;0;329;3.1;93
8.4;0;0;0;311;3.1;96
9.3;13;0;13;328;3.6;93
9.8;76;0;76;319;3.6;92
11.7;161;6;159;341;3.1;86
12.5;413;333;236;327;5.1;78
14.2;607;660;182;329;5.7;69
13.6;707;784;139;325;5.1;63
15.6;725;665;216;338;5.7;60
15.9;756;768;168;336;6.2;59
15.4;705;782;139;334;6.2;59
15.6;581;603;194;337;6.7;59
14.9;469;660;120;331;6.7;60
14.5;294;418;131;319;6.7;59
13.3;143;267;80;314;5.7;67
11.4;24;0;24;306;4.1;78
10.7;0;0;0;304;3.1;85
9.7;0;0;0;300;2.1;91
9.1;0;0;0;311;1.5;94
8.8;0;0;0;313;1.5;94
9.2;0;0;0;327;3.1;94
9.4;0;0;0;329;3.6;93
9.4;0;0;0;328;2.6;92
8.7;0;0;0;325;2.6;93
9.2;0;0;0;327;2.6;93
9.0;0;0;0;314;2.6;92
8.7;14;0;14;325;2.1;93
10.0;78;0;78;331;3.1;89
11.1;164;7;162;336;3.1;82
13.0;249;19;238;329;5.1;75
14.2;320;60;281;352;5.1;71
13.8;145;0;145;360;4.1;73
13.9;155;0;155;359;3.6;67
13.8;397;61;350;349;3.1;70
14.2;370;63;324;351;3.1;67
14.5;319;60;280;352;3.6;65
15.0;247;38;226;356;2.6;68
14.5;162;12;157;354;2.6;72
13.7;76;0;76;350;2.6;74
13.1;13;0;13;347;2.1;77
12.5;0;0;0;344;1.5;80
11.0;0;0;0;315;1.5;83
10.0;0;0;0;295;1.0;88
9.0;0;0;0;290;1.0;90
7.4;0;0;0;283;0.0;95
6.9;0;0;0;286;0.0;96
5.4;0;0;0;273;0.0;95
5.4;0;0;0;279;0.0;100
5.6;0;0;0;297;0.0;99
6.9;0;0;0;304;0.0;99
7.6;6;0;6;328;1.5;99
9.3;81;0;81;329;2.6;97
10.1;65;0;65;342;3.6;92
10.1;98;0;98;341;4.1;90
10.3;126;0;126;343;3.1;90
9.9;146;0;146;340;4.6;92
10.3;156;0;156;342;5.7;87
10.6;156;0;156;343;7.2;85
10.0;146;0;146;340;5.1;84
10.0;125;0;125;339;6.2;83
10.1;98;0;98;339;6.7;77
9.5;64;0;64;335;6.2;77
8.8;112;71;94;309;7.2;71
7.6;27;0;27;286;6.7;74
6.6;0;0;0;281;6.2;75
6.1;0;0;0;278;6.2;74
5.7;0;0;0;277;5.1;77
5.6;0;0;0;272;4.6;80
5.5;0;0;0;271;5.7;80
5.3;0;0;0;275;6.2;80
5.2;0;0;0;278;6.2;75
5.0;0;0;0;273;5.1;75
4.7;0;0;0;275;4.1;74
5.2;0;0;0;290;5.1;71
5.5;29;0;29;285;5.7;66
6.1;119;60;104;293;5.7;63
6.8;171;27;160;307;7.2;59
7.4;257;56;227;309;8.2;53
7.2;329;25;313;308;6.2;54
7.0;381;26;362;307;8.2;54
7.7;685;480;312;294;7.7;47
8.1;747;647;245;293;8.7;46
7.5;638;405;340;294;9.3;49
7.5;627;693;174;288;8.7;46
7.3;498;735;101;278;9.3;45
6.7;329;497;130;276;9.3;47
6.3;159;258;95;273;8.7;46
5.4;28;0;28;266;8.7;54
4.7;0;0;0;264;5.1;62
4.3;0;0;0;263;5.1;66
4.1;0;0;0;263;4.6;72
4.0;0;0;0;263;4.1;75
4.1;0;0;0;264;3.1;75
2.1;0;0;0;256;1.0;83
1.8;0;0;0;255;1.0;85
1.8;0;0;0;254;1.5;77
1.6;0;0;0;252;2.6;70
1.6;0;0;0;251;2.1;67
2.2;34;12;33;253;2.6;62
3.7;159;242;96;259;3.1;60
6.0;333;433;155;268;3.1;53
7.1;498;612;162;277;4.1;46
8.4;647;750;151;277;4.6;40
9.2;750;877;101;280;3.6;39
10.1;803;881;115;283;7.2;35
10.6;801;881;115;285;5.7;34
10.9;748;878;100;286;5.1;32
10.6;644;840;92;286;6.2;36
9.9;502;722;109;283;6.2;39
8.7;333;498;131;279;6.2;44
7.6;162;261;97;274;6.2;44
6.3;30;3;30;268;5.7;44
5.2;0;0;0;265;4.1;54
4.4;0;0;0;262;2.6;58
4.0;0;0;0;261;2.6;63
3.2;0;0;0;259;1.5;70
1.2;0;0;0;252;1.0;82
0.9;0;0;0;250;1.0;81
0.3;0;0;0;249;0.0;89
-1.1;0;0;0;243;0.0;93
0.4;0;0;0;249;0.0;92
0.6;1;0;1;255;1.0;90
1.5;36;14;35;259;1.5;88
3.0;148;127;115;260;2.6;84
5.5;295;333;156;276;4.1;75
7.3;261;83;215;287;6.2;69
8.8;333;25;317;297;6.2;55
10.0;384;26;365;302;5.1;50
10.3;411;21;394;298;5.7;49
9.8;410;21;394;296;6.2;51
10.2;541;270;341;293;4.6;49
10.1;330;51;297;293;5.7;49
10.2;257;18;248;294;6.2;52
9.3;172;36;157;290;7.2;54
9.0;120;59;105;282;6.2;49
7.1;23;0;23;275;3.6;60
5.7;0;0;0;270;3.6;67
5.5;0;0;0;269;3.1;69
5.2;0;0;0;273;3.6;72
5.1;0;0;0;273;3.6;72
4.8;0;0;0;272;3.1;74
4.3;0;0;0;270;2.6;76
3.3;0;0;0;261;1.0;81
2.6;0;0;0;258;0.0;86
2.2;0;0;0;256;0.5;85
0.7;1;0;1;251;0.0;92
1.6;40;22;37;255;1.0;92
4.6;176;258;107;272;1.0;81
7.3;326;444;139;288;1.5;72
8.7;503;643;144;289;2.1;64
10.4;639;745;141;296;2.1;57
11.6;747;809;142;303;2.1;57
12.9;786;820;140;311;2.1;48
13.6;784;816;141;315;2.6;50
13.3;642;470;293;325;1.5;50
13.6;331;53;295;342;1.0;47
14.3;365;203;253;327;1.0;48
13.1;244;124;192;326;3.6;57
11.0;121;57;106;312;3.6;68
9.5;18;0;18;313;3.1;70
8.6;0;0;0;321;2.6;77
8.2;0;0;0;328;2.6;79
7.9;0;0;0;327;1.0;82
6.7;0;0;0;287;1.5;86
6.9;0;0;0;313;1.5;86
7.1;0;0;0;314;1.0;85
7.0;0;0;0;314;1.0;86
6.7;0;0;0;295;0.0;90
6.6;0;0;0;301;0.0;91
6.5;0;0;0;294;0.0;91
6.8;22;0;22;299;1.0;94
7.8;92;1;92;304;2.1;93
8.8;179;7;176;303;1.5;85
9.4;264;20;252;308;2.1;80
10.0;335;61;294;309;2.6;72
10.0;151;0;150;316;2.1;74
10.5;411;62;362;315;2.1;75
9.5;160;0;160;336;2.1;83
7.4;149;0;149;306;2.1;93
7.8;129;0;129;298;1.5;88
8.3;259;80;214;301;2.1;89
9.5;291;271;179;306;1.5;82
9.7;136;109;107;307;1.0;78
8.8;26;0;26;312;2.6;84
7.2;0;0;0;302;3.1;77
6.2;0;0;0;310;2.1;89
4.3;0;0;0;286;1.0;92
4.8;0;0;0;303;0.0;95
5.1;0;0;0;294;0.0;97
4.9;0;0;0;293;1.0;97
5.6;0;0;0;293;2.1;97
4.6;0;0;0;288;2.1;95
3.3;0;0;0;272;1.0;94
3.7;1;0;1;298;1.5;98
3.5;45;35;41;278;0.0;98
4.8;94;1;94;304;1.0;99
6.2;257;179;180;298;2.1;88
7.7;447;394;225;301;2.1;80
8.6;337;53;302;321;2.6;75
9.7;742;426;420;305;1.5;69
10.6;585;260;379;317;3.1;64
10.5;413;62;363;330;3.1;67
11.8;737;426;417;314;1.5;59
11.7;612;613;201;315;2.6;58
12.3;370;222;247;324;2.6;53
11.8;296;328;158;318;2.6;56
11.3;170;258;102;311;1.5;60
10.1;39;35;35;302;2.1;71
7.5;1;0;1;291;0.0;81
7.1;0;0;0;314;1.5;87
7.2;0;0;0;286;0.0;86
4.9;0;0;0;276;1.0;93
3.8;0;0;0;279;0.0;93
5.2;0;0;0;278;2.1;97
5.7;0;0;0;307;1.0;91
5.4;0;0;0;278;1.0;92
5.5;0;0;0;289;1.0;92
5.7;0;0;0;317;2.1;95
6.0;10;0;10;319;2.1;95
6.4;38;0;38;321;2.6;94
6.8;72;0;72;323;3.6;93
7.8;105;0;105;307;2.6;87
7.9;132;0;132;319;2.6;86
8.1;152;0;152;329;3.6;84
8.8;162;0;162;333;3.1;85
9.0;161;0;161;334;3.1;85
9.9;386;55;345;316;3.6;77
10.8;131;0;131;342;3.1;73
10.6;102;0;102;341;3.1;75
10.8;69;0;69;342;3.1;75
10.5;35;0;35;341;4.1;78
9.7;8;0;8;337;4.6;80
9.2;0;0;0;334;4.6;81
9.0;0;0;0;334;4.1;85
8.8;0;0;0;333;3.6;88
8.5;0;0;0;332;3.1;93
8.2;0;0;0;331;4.1;95
8.5;0;0;0;333;2.6;94
8.7;0;0;0;334;2.6;94
8.7;0;0;0;334;1.5;96
8.8;0;0;0;335;1.5;95
9.0;0;0;0;336;1.5;95
9.3;10;0;10;338;1.0;96
10.2;38;0;38;333;2.6;95
11.0;185;55;160;337;2.6;91
12.0;380;216;256;329;4.1;83
13.0;570;435;272;329;5.1;75
13.9;656;523;258;331;5.7;60
14.3;588;280;363;338;5.1;63
13.0;415;61;365;344;5.1;67
12.3;387;63;339;342;6.2;74
13.4;335;60;294;348;4.6;72
13.0;263;38;241;346;5.1;75
13.5;178;13;172;349;6.2;74
13.0;91;0;91;347;4.6;78
11.9;22;0;22;341;3.6;84
11.5;1;0;1;327;2.6;84
11.2;0;0;0;337;2.6;84
10.8;0;0;0;323;3.1;84
10.0;0;0;0;330;3.1;85
8.8;0;0;0;333;4.1;87
7.5;0;0;0;283;0.0;90
6.2;0;0;0;277;0.0;93
5.2;0;0;0;272;0.0;96
4.6;0;0;0;270;0.0;98
4.5;2;0;2;269;0.0;99
4.5;46;25;43;269;0.0;99
9.0;139;98;111;290;0.0;88
13.8;185;27;173;311;0.0;67
16.3;269;20;258;322;2.6;58
17.7;340;61;299;327;2.6;50
18.5;389;62;341;339;2.6;54
19.4;414;19;399;344;2.1;51
20.0;413;19;398;347;2.6;50
20.1;545;279;334;342;2.6;53
20.5;473;254;301;343;2.6;49
19.8;442;383;226;339;2.6;49
19.2;327;446;136;336;3.1;52
18.2;168;256;98;331;2.6;53
17.1;43;29;40;326;2.1;57
14.7;1;0;1;316;1.0;67
12.5;0;0;0;305;1.0;73
10.2;0;0;0;295;1.0;84
8.2;0;0;0;286;0.0;92
7.8;0;0;0;284;1.0;91
6.4;0;0;0;278;0.0;93
6.0;0;0;0;276;0.0;97
7.0;0;0;0;281;1.0;93
4.7;0;0;0;270;0.0;99
5.2;3;0;3;273;0.0;99
6.5;54;56;47;278;1.0;94
10.0;195;339;97;294;0.0;84
15.5;363;532;128;320;1.0;68
19.3;527;665;144;338;1.5;55
20.6;666;769;137;343;3.1;49
21.6;762;822;133;349;3.6;49
22.5;814;851;130;350;3.6;39
23.0;813;854;128;352;3.6;36
23.6;762;839;124;352;3.6;30
23.6;660;803;114;353;3.6;32
23.3;520;714;115;350;2.6;30
23.1;353;539;122;349;2.1;30
22.2;184;329;93;342;2.6;27
20.7;45;57;39;340;2.1;38
19.2;2;0;2;335;1.0;47
14.0;0;0;0;312;0.0;69
11.8;0;0;0;302;0.0;77
9.9;0;0;0;294;0.0;84
13.6;0;0;0;310;1.5;70
12.5;0;0;0;306;1.5;77
12.0;0;0;0;304;1.0;79
7.7;0;0;0;284;0.0;93
6.4;0;0;0;278;0.0;93
6.2;3;0;3;277;0.0;97
7.6;57;59;49;284;0.0;94
11.2;186;279;105;300;0.0;84
15.3;317;297;185;320;0.0;71
19.4;384;181;279;340;1.0;60
22.1;484;210;338;352;1.5;49
24.1;393;60;346;360;3.6;39
23.1;418;19;402;361;4.1;41
24.6;417;19;401;386;3.6;36
23.6;390;62;342;381;3.1;38
22.0;132;0;132;403;3.6;43
20.2;104;0;104;395;3.6;52
18.0;70;0;70;387;1.5;72
17.2;94;0;94;372;1.5;77
16.8;41;3;40;352;3.6;75
14.7;2;0;2;325;3.6;83
13.8;0;0;0;320;3.6;82
12.7;0;0;0;315;4.1;88
11.8;0;0;0;311;2.6;94
11.5;0;0;0;309;2.6;92
11.6;0;0;0;310;2.6;92
11.8;0;0;0;343;1.0;94
12.2;0;0;0;345;3.1;93
12.6;0;0;0;347;4.1;94
13.1;1;0;1;360;4.1;91
12.6;12;0;12;358;3.1;97
13.1;40;0;40;361;4.6;97
13.6;74;0;74;364;5.1;97
13.7;107;0;107;364;6.2;96
13.8;134;0;134;365;6.2;96
14.2;153;0;153;367;6.2;93
13.9;163;1;162;365;6.2;94
14.6;416;104;332;359;6.2;90
16.5;756;552;333;338;6.7;75
15.9;659;778;125;333;7.7;69
15.1;514;667;132;333;6.2;73
15.0;344;466;141;335;6.2;71
14.5;173;247;103;335;8.2;74
13.6;43;9;42;331;7.2;79
13.5;1;0;1;350;5.1;82
12.7;0;0;0;327;5.7;85
12.2;0;0;0;327;4.6;87
12.4;0;0;0;332;3.6;87
12.2;0;0;0;344;4.6;89
11.9;0;0;0;353;3.6;94
12.2;0;0;0;345;3.6;92
12.2;0;0;0;354;5.1;88
11.7;0;0;0;351;3.6;92
11.7;2;0;2;342;3.1;92
11.7;32;0;32;342;2.1;92
12.1;41;0;41;354;3.1;92
13.0;192;57;167;348;3.6;86
13.9;277;14;268;350;3.1;71
14.8;346;60;305;339;5.7;71
15.7;560;307;323;342;5.1;62
16.8;706;518;285;336;6.7;62
15.2;594;277;369;334;6.2;66
15.0;392;59;346;344;5.7;71
15.7;341;59;300;343;7.2;65
16.6;269;53;239;344;6.7;60
15.6;185;13;179;337;4.1;66
14.8;98;1;97;338;5.7;69
13.8;27;0;27;338;3.6;75
12.8;1;0;1;347;4.1;84
12.5;0;0;0;345;4.6;84
11.8;0;0;0;352;3.6;92
7.2;0;0;0;325;7.2;91
5.6;0;0;0;316;7.2;92
4.6;0;0;0;310;7.2;93
4.5;0;0;0;310;4.6;93
4.4;0;0;0;310;4.1;95
3.7;0;0;0;305;4.1;93
4.3;1;0;1;308;5.1;92
3.8;13;0;13;306;6.7;92
4.5;42;0;42;290;5.1;90
5.1;197;61;169;303;6.7;83
6.1;281;15;272;292;6.2;77
6.7;352;63;308;294;6.7;68
7.9;403;20;387;298;6.7;59
9.0;428;20;411;303;8.2;56
8.5;603;242;406;298;6.2;57
7.0;399;38;369;298;6.7;64
7.6;347;24;330;291;5.7;58
7.8;389;126;316;295;7.2;50
8.0;362;431;171;286;3.6;49
8.1;185;238;116;291;3.6;48
6.3;54;34;49;279;2.8;53
4.6;3;0;3;269;2.1;62
1.1;0;0;0;255;1.5;78
1.3;0;0;0;256;2.1;74
1.2;0;0;0;251;1.5;80
0.8;0;0;0;255;1.0;83
0.1;0;0;0;252;1.0;88
-0.6;0;0;0;250;1.0;93
-0.9;0;0;0;244;1.0;93
-0.9;0;0;0;248;0.0;90
-0.9;5;0;5;244;1.0;93
0.1;50;0;50;253;0.0;93
2.9;215;341;110;264;1.0;82
6.0;381;458;171;276;1.0;64
7.4;543;584;196;285;2.1;58
9.0;596;393;319;299;3.1;49
10.0;743;584;286;303;2.6;45
10.5;723;385;408;307;3.1;41
9.5;610;287;376;302;4.1;32
10.7;736;608;265;303;3.6;42
11.4;638;672;171;311;4.1;49
6.0;275;65;237;306;6.2;76
5.9;190;14;183;307;6.7;80
7.2;198;272;118;285;2.1;78
5.8;56;80;45;278;2.1;83
4.4;3;0;3;272;2.1;89
